ida	idb	crca	crcb	pdockq	label	dataset
P42285	Q9NQT5	CRC-49F47BEC753FBEE7	CRC-264322144A199166		0	negatome
P42285	P42285	CRC-49F47BEC753FBEE7	CRC-49F47BEC753FBEE7		0	negatome
P42285	Q9NPD3	CRC-49F47BEC753FBEE7	CRC-7A24E97897DAF313		0	negatome
P42285	Q06265	CRC-49F47BEC753FBEE7	CRC-7E27322F094ED3F3		0	negatome
P42285	Q9Y2L1	CRC-49F47BEC753FBEE7	CRC-92336BA0D06247FE		0	negatome
P42285	Q15024	CRC-49F47BEC753FBEE7	CRC-A674F745CEC61BBB		0	negatome
P42285	Q9NQT4	CRC-49F47BEC753FBEE7	CRC-C3C1FCB39D85B1EE		0	negatome
P42285	Q9Y3B2	CRC-49F47BEC753FBEE7	CRC-E9C3B0A66F911195		0	negatome
P42285	Q96B26	CRC-49F47BEC753FBEE7	CRC-FC8F5BAE74A1FF55		0	negatome
P06241	P17252	CRC-4A1E443A4B5A0977	CRC-9EB157789A062349		0	negatome
P54130	Q03142	CRC-4A3CE894DFF643EB	CRC-799E17845CD4021E		0	negatome
P49597	Q38898	CRC-4A4C54F04195F572	CRC-6F138F9149ED3CD7		0	negatome
Q64704	Q99N50	CRC-4A8EAFC2049EEE6F	CRC-226B59F5A32FA4A4		0	negatome
Q64704	Q80T23	CRC-4A8EAFC2049EEE6F	CRC-C1560AB677818B57		0	negatome
Q64704	Q99N48	CRC-4A8EAFC2049EEE6F	CRC-F9F404D2D77A6351		0	negatome
O43395	Q9BUQ8	CRC-4AA6AA4C99110284	CRC-01DD5BCF8BFBA2DB		0	negatome
O43395	O75643	CRC-4AA6AA4C99110284	CRC-3F3811BDCCC9DDB7		0	negatome
O43395	O43395	CRC-4AA6AA4C99110284	CRC-4AA6AA4C99110284		0	negatome
O43395	O43447	CRC-4AA6AA4C99110284	CRC-566BCE6361E0F339		0	negatome
O43395	Q8WWY3	CRC-4AA6AA4C99110284	CRC-7B50EC4C3393795C		0	negatome
O43395	Q15029	CRC-4AA6AA4C99110284	CRC-862BD6CA7993F118		0	negatome
O43395	O94906	CRC-4AA6AA4C99110284	CRC-91C2F1ADCA439BE9		0	negatome
O43395	Q6P2Q9	CRC-4AA6AA4C99110284	CRC-E823A15C60EA61C9		0	negatome
O43395	P83876	CRC-4AA6AA4C99110284	CRC-EDDDAD7ADAEE87F3		0	negatome
O60224	Q9Y2D8	CRC-4ACA2A8737507AE5	CRC-427903EF86A6FE31		0	negatome
O60224	Q9Y2D8	CRC-4ACA2A8737507AE5	CRC-427903EF86A6FE31		0	negatome
O60224	Q96QF0	CRC-4ACA2A8737507AE5	CRC-DD77781823038F15		0	negatome
O60224	Q96QF0	CRC-4ACA2A8737507AE5	CRC-DD77781823038F15		0	negatome
Q99497	Q9UBK2	CRC-4B21661B3A76BC67	CRC-97DDD3643051A5F1		0	negatome
P13264	P62630	CRC-4B2524A45D3678CA	CRC-71072871DE7405DC		0	negatome
Q96P20	Q99575	CRC-4C1DFB2B5B283CE8	CRC-A1DB872F3B940C02		0	negatome
Q62312	Q8CIN4	CRC-4C66067ADA84F986	CRC-D8BDA7B193D41B1B		0	negatome
Q62312	Q8CF89	CRC-4C66067ADA84F986	CRC-F7529D2E3CF30696		0	negatome
P78347	Q13976	CRC-4CFA2C19002869B9	CRC-51389502A5E5FBD2		0	negatome
P46108	Q9H2B2	CRC-4CFBFB65BFC2E265	CRC-DA3D4CB175CB528D		0	negatome
P03211	Q15796	CRC-4D161653E16FC341	CRC-95406DB5FC0AA4C9		0	negatome
Q13547	Q9UBP5	CRC-4D35B7C1ED7838D6	CRC-71B7B1AA69BA88D2		0	negatome
P02771	P02870	CRC-4D4E45820E1C2D4F	CRC-194756B9F1A069C5		0	negatome
P02540	P04163	CRC-4D6992271A004630	CRC-AE03A6E7DD7A8D65		0	negatome
P04608	P08047	CRC-4DDC56D979769115	CRC-43893DBF6518B9EA		0	negatome
P04608	P08047	CRC-4DDC56D979769115	CRC-43893DBF6518B9EA		0	negatome
O43542	O43543	CRC-4DDF3B163C3B3332	CRC-5656277E74C06074		0	negatome
O43542	O75771	CRC-4DDF3B163C3B3332	CRC-6038DA9356DF354A		0	negatome
O43542	Q9BXW9	CRC-4DDF3B163C3B3332	CRC-BF931980ADA67405		0	negatome
Q32MZ4	Q9UJU2	CRC-4E6140DF2471A7C9	CRC-D480D440698EEFE3		0	negatome
P17839	P19419	CRC-4E7591AD85654C1C	CRC-68F71F8ADB9D38CA		0	negatome
O15111	Q96Q05	CRC-4EA55C6FFC66FA16	CRC-532932462A6853CC		0	negatome
Q68DY1	Q9H9D4	CRC-4F631D271B872653	CRC-0D3CDA7572D17721		0	negatome
Q68DY1	Q92785	CRC-4F631D271B872653	CRC-1044B4D3036075FC		0	negatome
Q68DY1	Q8TAU0	CRC-4F631D271B872653	CRC-10A279CFA3C8A6DB		0	negatome
Q68DY1	Q9H2S9	CRC-4F631D271B872653	CRC-42AE169A3E2E14D3		0	negatome
Q68DY1	Q68DY1	CRC-4F631D271B872653	CRC-4F631D271B872653		0	negatome
Q68DY1	Q9UHX1	CRC-4F631D271B872653	CRC-619F3C30D1C5951C		0	negatome
Q68DY1	Q70SY1	CRC-4F631D271B872653	CRC-64699072EEB454D3		0	negatome
Q68DY1	Q8TBX8	CRC-4F631D271B872653	CRC-65D1CBCF0826D476		0	negatome
Q68DY1	Q93096	CRC-4F631D271B872653	CRC-702008013D3F3835		0	negatome
Q68DY1	Q92730	CRC-4F631D271B872653	CRC-9FD56ACB878FBCCA		0	negatome
Q68DY1	Q9NQX6	CRC-4F631D271B872653	CRC-A9DB42D0870A7767		0	negatome
Q68DY1	Q9UDV6	CRC-4F631D271B872653	CRC-AF0F7EEC8A482F8A		0	negatome
Q68DY1	Q9UHR5	CRC-4F631D271B872653	CRC-C48CEFBD73CE82BC		0	negatome
Q68DY1	Q9UH92	CRC-4F631D271B872653	CRC-D1981730051473C5		0	negatome
Q68DY1	Q9H6S3	CRC-4F631D271B872653	CRC-DAB07744B04CFEE2		0	negatome
P97471	Q62424	CRC-4FBDF5DED4442F86	CRC-2B01DCC9B1951324		0	negatome
P97471	Q922H7	CRC-4FBDF5DED4442F86	CRC-58B70AF005718538		0	negatome
Q99547	Q99547	CRC-506D5274C839BD7E	CRC-506D5274C839BD7E		0	negatome
Q99547	Q9NPD3	CRC-506D5274C839BD7E	CRC-7A24E97897DAF313		0	negatome
Q99547	Q9Y2L1	CRC-506D5274C839BD7E	CRC-92336BA0D06247FE		0	negatome
Q99547	Q9NQT4	CRC-506D5274C839BD7E	CRC-C3C1FCB39D85B1EE		0	negatome
Q99547	Q9Y3B2	CRC-506D5274C839BD7E	CRC-E9C3B0A66F911195		0	negatome
Q13642	Q13642	CRC-50FD17F7B2606823	CRC-50FD17F7B2606823		0	negatome
Q13642	Q5TD97	CRC-50FD17F7B2606823	CRC-82C03B1EAA147C11		0	negatome
Q13642	Q14192	CRC-50FD17F7B2606823	CRC-E94E3A7F6601F9F3		0	negatome
Q13976	Q9Y6F6	CRC-51389502A5E5FBD2	CRC-94891F4B4807A61A		0	negatome
P14619	Q5VSY0	CRC-51389502A5E5FBD2	CRC-973D16361756691B		0	negatome
P55196	Q9NYB0	CRC-51486232F183A3BA	CRC-EAA615777F9D3D3D		0	negatome
P49717	Q7L590	CRC-516ACC1A3C6FB16E	CRC-DD87191FFF3729D4		0	negatome
P10147	P51677	CRC-517865D5D6776CA8	CRC-E95DCD7A6C643874		0	negatome
P49116	Q86Y07-2	CRC-5180BDC3F3C8BD79	CRC-9F3F6FCC9280568F		0	negatome
P49116	Q15750-2	CRC-5180BDC3F3C8BD79	CRC-A45743288718983A		0	negatome
P0C605	Q9JMB0	CRC-51878E2D27F26A22	CRC-9F8BCF183CEE37B8		0	negatome
P60766	Q66T02	CRC-51A437E22A4D8FFF	CRC-E34A0B88D61CEE2B		0	negatome
P60953	Q9Y613	CRC-51A437E22A4D8FFF	CRC-E6C7AE1FB8DC3FC7		0	negatome
Q05516	Q96RE7	CRC-51F8E361FA31239E	CRC-00BEA89D2DC3DAD2		0	negatome
Q60974	Q62227	CRC-52208B40382F7E6A	CRC-7B859325AA73DCA1		0	negatome
P06537	P31786	CRC-528730BD2C517554	CRC-86F725C998785675		0	negatome
P49736	Q6FHM7	CRC-52C6DC61F128B404	CRC-0695E23AC4D33561		0	negatome
P49736	P49736	CRC-52C6DC61F128B404	CRC-52C6DC61F128B404		0	negatome
P49736	Q13415	CRC-52C6DC61F128B404	CRC-5C594553F7F808E2		0	negatome
Q96Q05	Q9Y6K9	CRC-532932462A6853CC	CRC-322D1037881447FF		0	negatome
Q8VHZ5	Q9EP53	CRC-53648D6100CE5B0D	CRC-F80ACF8492007801		0	negatome
P03372	Q6EMB2	CRC-5455C57AB0CCCAA7	CRC-01441AFE6925AEDF		0	negatome
P03372	Q8R0L9	CRC-5455C57AB0CCCAA7	CRC-773C73A40B26190A		0	negatome
P03372	Q9JHR9	CRC-5455C57AB0CCCAA7	CRC-EC001C2E290F5CCE		0	negatome
Q13651	Q9GZX6	CRC-54B183ABE84808DB	CRC-3C35E64D60CF8767		0	negatome
P20917	P20917	CRC-54E7D53096010905	CRC-54E7D53096010905		0	negatome
P20917	Q8K0S5	CRC-54E7D53096010905	CRC-8285A01C1250D18A		0	negatome
P60763	Q9Y613	CRC-560BBC26BB7CDF4A	CRC-E6C7AE1FB8DC3FC7		0	negatome
O43543	Q9BXW9	CRC-5656277E74C06074	CRC-BF931980ADA67405		0	negatome
O43447	Q9BUQ8	CRC-566BCE6361E0F339	CRC-01DD5BCF8BFBA2DB		0	negatome
O43447	O75643	CRC-566BCE6361E0F339	CRC-3F3811BDCCC9DDB7		0	negatome
O43447	O43447	CRC-566BCE6361E0F339	CRC-566BCE6361E0F339		0	negatome
O43447	Q15029	CRC-566BCE6361E0F339	CRC-862BD6CA7993F118		0	negatome
O43447	Q53GS9	CRC-566BCE6361E0F339	CRC-8946FD5DCDEFD0B0		0	negatome
O43447	O94906	CRC-566BCE6361E0F339	CRC-91C2F1ADCA439BE9		0	negatome
O43447	Q6P2Q9	CRC-566BCE6361E0F339	CRC-E823A15C60EA61C9		0	negatome
P23634	P27348	CRC-568544103CD5F494	CRC-175534325E9E37C4		0	negatome
P23634	P63104	CRC-568544103CD5F494	CRC-D464DF2286BBFE60		0	negatome
Q8CBD1	Q9JIF0	CRC-56ABD0C2A5AAC0A1	CRC-AEFCF63001B1A38C		0	negatome
Q9Y5Y5	Q9Y5Y5	CRC-57243AEE0B165C59	CRC-57243AEE0B165C59		0	negatome
O43353	P57730	CRC-575A692239505792	CRC-7E74C74263367101		0	negatome
O43353	Q5XLA6	CRC-575A692239505792	CRC-84B5BAE7345E32B3		0	negatome
O35551	Q3UMR0	CRC-5796514BB94E7CE5	CRC-63636820D0CC4D2C		0	negatome
B2ZZS9	H2LUV9	CRC-57E722C76602443E	CRC-09AECD6FA6F2A9E6		0	negatome
B2ZZS9	H2L8A6	CRC-57E722C76602443E	CRC-380DF74210E75DA7		0	negatome
B2ZZS9	H2LD76	CRC-57E722C76602443E	CRC-76A462F1FA47D8F6		0	negatome
O35430	Q8VHK2	CRC-57F6EEA458376CAD	CRC-F2AE91EF10F5B746		0	negatome
P53994	Q80T23	CRC-58231E3F9EF007A5	CRC-C1560AB677818B57		0	negatome
P53994	Q91V27	CRC-58231E3F9EF007A5	CRC-C91444B16B8EFA1D		0	negatome
P20153	Q9VZ23	CRC-58BA37A9FD9EBE80	CRC-95916B5D4C3413F6		0	negatome
P20153	Q9TVM2	CRC-58BA37A9FD9EBE80	CRC-BBE2FF53859BD1FE		0	negatome
P35396	Q6PDY0	CRC-58E0F595DD193FDA	CRC-DD49A77706FDE2C9		0	negatome
P60568	Q9J5U5	CRC-59E2F40F25860F84	CRC-B71AD4DA4CC55355		0	negatome
P35968	Q07326	CRC-59E7C44B05CFEBB3	CRC-313F97A55B781EBF		0	negatome
P35968	P49763	CRC-59E7C44B05CFEBB3	CRC-D364C6A73C1C6987		0	negatome
P35968	P49763	CRC-59E7C44B05CFEBB3	CRC-D364C6A73C1C6987		0	negatome
P35968	P49763	CRC-59E7C44B05CFEBB3	CRC-D364C6A73C1C6987		0	negatome
P35968	P49765	CRC-59E7C44B05CFEBB3	CRC-EDE4B1C0DFDAD6BC		0	negatome
P35968	P49765	CRC-59E7C44B05CFEBB3	CRC-EDE4B1C0DFDAD6BC		0	negatome
Q8K1S4	Q8R4G0	CRC-59F04BA2E196C1DB	CRC-DDC9BA2C577B29D5		0	negatome
O15360	O60832	CRC-5A1918F2BEF4BC50	CRC-12474DBEEFEB471C		0	negatome
O15360	Q00597	CRC-5A1918F2BEF4BC50	CRC-C9DDFFAC725D050C		0	negatome
P04601	Q05193	CRC-5A26976E95483E9C	CRC-7FCD8CB572FFEAEF		0	negatome
P00797	P17560	CRC-5AFDF8E973B21EDA	CRC-B8914E76CA4716A6		0	negatome
O15105	P31273	CRC-5B76EC986776C102	CRC-30C1FD06228833FC		0	negatome
O15105	Q9UPN9	CRC-5B76EC986776C102	CRC-7A36013799E9933C		0	negatome
O15105	P31269	CRC-5B76EC986776C102	CRC-823A1A22BB07A881		0	negatome
O15105	Q13363	CRC-5B76EC986776C102	CRC-F071DD30B385603F		0	negatome
B1P6E5	P04406	CRC-5BB61D5D0E309EBB	CRC-C9C135E8AE3E8744		0	negatome
K4CRX6	O24017	CRC-5C54BCCDAD1BD5DE	CRC-A5BF4F2C01297120		0	negatome
P19632	Q3T115	CRC-5CA621610401D550	CRC-419C4E1BF121390D		0	negatome
P19632	Q58DJ8	CRC-5CA621610401D550	CRC-9AF25ABADC951805		0	negatome
P62879	Q9H9D4	CRC-5D08FFA240ADEEE6	CRC-0D3CDA7572D17721		0	negatome
P62879	Q92785	CRC-5D08FFA240ADEEE6	CRC-1044B4D3036075FC		0	negatome
P62879	Q8TAU0	CRC-5D08FFA240ADEEE6	CRC-10A279CFA3C8A6DB		0	negatome
P62879	Q16828	CRC-5D08FFA240ADEEE6	CRC-386612227F5D3B2A		0	negatome
P62879	Q9H2S9	CRC-5D08FFA240ADEEE6	CRC-42AE169A3E2E14D3		0	negatome
P62879	Q68DY1	CRC-5D08FFA240ADEEE6	CRC-4F631D271B872653		0	negatome
P62879	P62879	CRC-5D08FFA240ADEEE6	CRC-5D08FFA240ADEEE6		0	negatome
P62879	Q9UHX1	CRC-5D08FFA240ADEEE6	CRC-619F3C30D1C5951C		0	negatome
P62879	Q70SY1	CRC-5D08FFA240ADEEE6	CRC-64699072EEB454D3		0	negatome
P62879	Q8TBX8	CRC-5D08FFA240ADEEE6	CRC-65D1CBCF0826D476		0	negatome
P62879	Q93096	CRC-5D08FFA240ADEEE6	CRC-702008013D3F3835		0	negatome
P62879	Q92730	CRC-5D08FFA240ADEEE6	CRC-9FD56ACB878FBCCA		0	negatome
P62879	Q9NQX6	CRC-5D08FFA240ADEEE6	CRC-A9DB42D0870A7767		0	negatome
P62879	Q9UDV6	CRC-5D08FFA240ADEEE6	CRC-AF0F7EEC8A482F8A		0	negatome
P62879	Q9UHR5	CRC-5D08FFA240ADEEE6	CRC-C48CEFBD73CE82BC		0	negatome
P62879	Q9UH92	CRC-5D08FFA240ADEEE6	CRC-D1981730051473C5		0	negatome
P62879	Q9H6S3	CRC-5D08FFA240ADEEE6	CRC-DAB07744B04CFEE2		0	negatome
P62879	Q6Y2X3	CRC-5D08FFA240ADEEE6	CRC-DAECF48B7196C7F2		0	negatome
P62879	Q14192	CRC-5D08FFA240ADEEE6	CRC-E94E3A7F6601F9F3		0	negatome
P62880	P63213	CRC-5D08FFA240ADEEE6	CRC-EDB74E4135E7A37A		0	negatome
Q61205	Q924X6	CRC-5D3C63E2A611670B	CRC-BA1AF0132A964EBA		0	negatome
O08849	Q9Z0G0	CRC-5D6E255C2BC7E7FA	CRC-52E5ED6092EA9300		0	negatome
P07203	P09917	CRC-5DB11579C66FE8E5	CRC-36F38C0A9E86BB21		0	negatome
P30882	P51680	CRC-5DFD66F4684FE1C8	CRC-8FA760951BE2002B		0	negatome
P49768	Q96IZ0	CRC-5E0F451EF82BCF20	CRC-7E7515455402DBF8		0	negatome
O94907	Q9BQB4	CRC-5E878B2CCE4236BA	CRC-30DBD55CE73D5BB2		0	negatome
O94907	Q14696	CRC-5E878B2CCE4236BA	CRC-7F0D796A3CC4E339		0	negatome
O94907	P04628	CRC-5E878B2CCE4236BA	CRC-F7E8111DA12E173F		0	negatome
O94907	P04628	CRC-5E878B2CCE4236BA	CRC-F7E8111DA12E173F		0	negatome
O14776	P21246	CRC-5F0A0C3A07EBF00F	CRC-0359C08B6497B579		0	negatome
O14776	Q16891	CRC-5F0A0C3A07EBF00F	CRC-357F25DCABB02E50		0	negatome
O14776	Q9H213	CRC-5F0A0C3A07EBF00F	CRC-408C59F0CCAA6781		0	negatome
O14776	O14776	CRC-5F0A0C3A07EBF00F	CRC-5F0A0C3A07EBF00F		0	negatome
O14776	Q9UKY1	CRC-5F0A0C3A07EBF00F	CRC-66CF1CEC5EF824E5		0	negatome
O14776	Q7L311	CRC-5F0A0C3A07EBF00F	CRC-7627CBFFE61C329B		0	negatome
O14776	O75400	CRC-5F0A0C3A07EBF00F	CRC-8874D0C1CE1FCDAF		0	negatome
O14776	P07196	CRC-5F0A0C3A07EBF00F	CRC-98C1712D8ACFF33A		0	negatome
O14776	P26641	CRC-5F0A0C3A07EBF00F	CRC-A6110663110CF3FC		0	negatome
O14776	P51693	CRC-5F0A0C3A07EBF00F	CRC-B95F0F4D1C5CBAC7		0	negatome
O14776	Q5T3J3	CRC-5F0A0C3A07EBF00F	CRC-D39A2BB494F16AAA		0	negatome
O14776	P55854	CRC-5F0A0C3A07EBF00F	CRC-E337E34CB5B3B187		0	negatome
O14776	Q9P2H0	CRC-5F0A0C3A07EBF00F	CRC-EF181D0177691D00		0	negatome
O14776	Q8NI70	CRC-5F0A0C3A07EBF00F	CRC-F073C2BA91FE0059		0	negatome
O14763	Q15628	CRC-60358EAF2A835870	CRC-5645D7E63E5FF05A		0	negatome
O14763	Q13546	CRC-60358EAF2A835870	CRC-976E2428D525A9B2		0	negatome
O75771	Q9BXW9	CRC-6038DA9356DF354A	CRC-BF931980ADA67405		0	negatome
Q9N3C8	Q9U377	CRC-604973C824B7AA0A	CRC-3AB8269966FDB513		0	negatome
Q9N3C8	Q9UIL1	CRC-604973C824B7AA0A	CRC-F0EDFE11873E9B0B		0	negatome
Q14209	Q8TAK5	CRC-60541F4235507005	CRC-DB0940BDDBF499C0		0	negatome
Q9FIG9	Q9FK13	CRC-608E776FBA73FECF	CRC-D6EA6676B3DB9CFE		0	negatome
P70644	Q9WU82	CRC-60B08E60EABA9F77	CRC-9C29186B6DD54B87		0	negatome
P70644	Q9R0T4	CRC-60B08E60EABA9F77	CRC-A9AEE28EB797A547		0	negatome
Q9LHE5	Q9SRH5	CRC-60F108524F91E1E4	CRC-7F33F53E56E9765C		0	negatome
Q16512	Q9Y2U5	CRC-61360295EC70BB8E	CRC-E034580D349F097F		0	negatome
P35439	Q8K430	CRC-613D36E38F05BC73	CRC-911D9F08883DA1BC		0	negatome
P62988	Q15276	CRC-617BC63DF3A904F7	CRC-CAAF91638B8ED516		0	negatome
Q8BP92	Q99J85	CRC-62195C004F8D7C9D	CRC-EC8114E2AA81F7A1		0	negatome
Q9Y333	Q9Y333	CRC-623591A09A6ABACE	CRC-623591A09A6ABACE		0	negatome
Q9Y333	Q9Y4Y9	CRC-623591A09A6ABACE	CRC-82B5C8830E64C992		0	negatome
Q9Y333	Q9Y4Z0	CRC-623591A09A6ABACE	CRC-BCEFB20247335A1B		0	negatome
Q07325	Q16570	CRC-630F8FCFCE125709	CRC-C3F2A3E71D972E2D		0	negatome
P22003	P36894	CRC-631277413CCC22EE	CRC-00CE2DDDA3A44170		0	negatome
P15018	Q99650	CRC-634CD10BFF67A217	CRC-179852CA3D90D9EF		0	negatome
O43623	Q13363	CRC-63F068C8E6B275D4	CRC-F071DD30B385603F		0	negatome
O00626	P51679	CRC-641FCE999586A7D2	CRC-51EBE12AD1FAFABF		0	negatome
Q70SY1	Q9H9D4	CRC-64699072EEB454D3	CRC-0D3CDA7572D17721		0	negatome
Q70SY1	Q92785	CRC-64699072EEB454D3	CRC-1044B4D3036075FC		0	negatome
Q70SY1	Q8TAU0	CRC-64699072EEB454D3	CRC-10A279CFA3C8A6DB		0	negatome
Q70SY1	Q9H2S9	CRC-64699072EEB454D3	CRC-42AE169A3E2E14D3		0	negatome
Q70SY1	Q9UHX1	CRC-64699072EEB454D3	CRC-619F3C30D1C5951C		0	negatome
Q70SY1	Q70SY1	CRC-64699072EEB454D3	CRC-64699072EEB454D3		0	negatome
Q70SY1	Q8TBX8	CRC-64699072EEB454D3	CRC-65D1CBCF0826D476		0	negatome
Q70SY1	Q9NQX6	CRC-64699072EEB454D3	CRC-A9DB42D0870A7767		0	negatome
Q70SY1	Q9UHR5	CRC-64699072EEB454D3	CRC-C48CEFBD73CE82BC		0	negatome
Q70SY1	Q9UH92	CRC-64699072EEB454D3	CRC-D1981730051473C5		0	negatome
Q70SY1	Q9H6S3	CRC-64699072EEB454D3	CRC-DAB07744B04CFEE2		0	negatome
P00709	Q9NNX6	CRC-647F448733B06D65	CRC-A23FA246014533C0		0	negatome
Q13571	Q6PIZ9	CRC-64A9B3F09C14FCE7	CRC-236A4BEFF427EA3E		0	negatome
P09951	P19491	CRC-65799FEF7CFE18B5	CRC-DEFA817027C1CCD1		0	negatome
Q8TBX8	Q9H9D4	CRC-65D1CBCF0826D476	CRC-0D3CDA7572D17721		0	negatome
Q8TBX8	Q92785	CRC-65D1CBCF0826D476	CRC-1044B4D3036075FC		0	negatome
Q8TBX8	Q9H2S9	CRC-65D1CBCF0826D476	CRC-42AE169A3E2E14D3		0	negatome
Q8TBX8	Q9UHX1	CRC-65D1CBCF0826D476	CRC-619F3C30D1C5951C		0	negatome
Q8TBX8	Q93096	CRC-65D1CBCF0826D476	CRC-702008013D3F3835		0	negatome
Q8TBX8	Q92730	CRC-65D1CBCF0826D476	CRC-9FD56ACB878FBCCA		0	negatome
Q8TBX8	Q9NQX6	CRC-65D1CBCF0826D476	CRC-A9DB42D0870A7767		0	negatome
Q8TBX8	Q9UDV6	CRC-65D1CBCF0826D476	CRC-AF0F7EEC8A482F8A		0	negatome
Q8TBX8	Q9UHR5	CRC-65D1CBCF0826D476	CRC-C48CEFBD73CE82BC		0	negatome
Q8TBX8	Q9UH92	CRC-65D1CBCF0826D476	CRC-D1981730051473C5		0	negatome
Q8TBX8	Q9H6S3	CRC-65D1CBCF0826D476	CRC-DAB07744B04CFEE2		0	negatome
O95150	Q68396	CRC-65ED70E367E3446D	CRC-4874D6CC0B1646F5		0	negatome
P07321	P26955	CRC-65F94E214E0DEF2E	CRC-8E30ECB42C67F89A		0	negatome
P02753	P52205	CRC-660C6DD8CC9B811A	CRC-7E82B59B7CD0E02D		0	negatome
P54921	Q62768	CRC-662356859DF0BA3F	CRC-BFE7D0467D258900		0	negatome
P54921	Q63666	CRC-662356859DF0BA3F	CRC-E34D4D735CFBF6A8		0	negatome
Q9UKY1	Q9UKY1	CRC-66CF1CEC5EF824E5	CRC-66CF1CEC5EF824E5		0	negatome
P09712	P11021	CRC-671753C1AA75920D	CRC-59B7D8D85BC32A00		0	negatome
P10828	Q6EMB2	CRC-6770BB0D372A7CAA	CRC-01441AFE6925AEDF		0	negatome
P10828	Q92786	CRC-6770BB0D372A7CAA	CRC-D243CEB421B313CA		0	negatome
P04003	P25445	CRC-67E03F2EA85A16DD	CRC-0139942535111410		0	negatome
P04003	P29965	CRC-67E03F2EA85A16DD	CRC-16F5CEB093BCC2BB		0	negatome
P04003	P48023	CRC-67E03F2EA85A16DD	CRC-A8A6EB358246E9BB		0	negatome
P04003	P25942	CRC-67E03F2EA85A16DD	CRC-BC8776EC2C4A5680		0	negatome
P04003	P25942	CRC-67E03F2EA85A16DD	CRC-BC8776EC2C4A5680		0	negatome
Q01130	Q02040	CRC-68121AC4D35714FA	CRC-639E88ECA8006CF2		0	negatome
Q16513	Q99759	CRC-687EC417A0F51C1D	CRC-28129168A57571DD		0	negatome
P15655	P18653	CRC-689F677416274388	CRC-A5D8E5E5FDBCE4BF		0	negatome
P15655	P21803	CRC-689F677416274388	CRC-FCDB28ADD61F4414		0	negatome
Q8WTW3	Q9Y2V7	CRC-68C066504260E36E	CRC-0F29785E722B5185		0	negatome
Q8WTW3	Q96MW5	CRC-68C066504260E36E	CRC-2780349A5B037E55		0	negatome
Q8WTW3	Q9UP83	CRC-68C066504260E36E	CRC-95BD2E254A0C3FF7		0	negatome
P15514	Q969F2	CRC-68C1FA6BCD4D2BED	CRC-F27E708F9FAD1F2A		0	negatome
Q01279	Q9QUQ5	CRC-690E20D46DF2D2F5	CRC-2D0BB2F235F5F8D1		0	negatome
Q06587	Q92769	CRC-6959787479DE9DAB	CRC-775419CCCDAE07FA		0	negatome
Q04724	Q9BQ87	CRC-695FD1A37410EFE5	CRC-4E020216422442D8		0	negatome
P12757	Q9HAU4	CRC-6A04D4ECEC214CF1	CRC-3042B443A3755762		0	negatome
P60709	Q8NHR9	CRC-6AFD05CA94E360E2	CRC-2BB7C78E66C0EAEF		0	negatome
P62158	Q9H9D4	CRC-6B4BC3FCDE10727B	CRC-0D3CDA7572D17721		0	negatome
P62158	Q92785	CRC-6B4BC3FCDE10727B	CRC-1044B4D3036075FC		0	negatome
P62158	Q8TAU0	CRC-6B4BC3FCDE10727B	CRC-10A279CFA3C8A6DB		0	negatome
P62161	P63329	CRC-6B4BC3FCDE10727B	CRC-16530C27DDBF1F05		0	negatome
P62158	Q16828	CRC-6B4BC3FCDE10727B	CRC-386612227F5D3B2A		0	negatome
P62158	Q9H2S9	CRC-6B4BC3FCDE10727B	CRC-42AE169A3E2E14D3		0	negatome
P62158	Q68DY1	CRC-6B4BC3FCDE10727B	CRC-4F631D271B872653		0	negatome
P62158	P62879	CRC-6B4BC3FCDE10727B	CRC-5D08FFA240ADEEE6		0	negatome
P62158	Q9UHX1	CRC-6B4BC3FCDE10727B	CRC-619F3C30D1C5951C		0	negatome
P62158	Q70SY1	CRC-6B4BC3FCDE10727B	CRC-64699072EEB454D3		0	negatome
P62158	Q8TBX8	CRC-6B4BC3FCDE10727B	CRC-65D1CBCF0826D476		0	negatome
P62158	P62158	CRC-6B4BC3FCDE10727B	CRC-6B4BC3FCDE10727B		0	negatome
P62158	Q93096	CRC-6B4BC3FCDE10727B	CRC-702008013D3F3835		0	negatome
P62158	Q02535	CRC-6B4BC3FCDE10727B	CRC-7FC38B56B4DCEFBC		0	negatome
P62158	Q92730	CRC-6B4BC3FCDE10727B	CRC-9FD56ACB878FBCCA		0	negatome
P62158	Q9NQX6	CRC-6B4BC3FCDE10727B	CRC-A9DB42D0870A7767		0	negatome
P62158	Q9UDV6	CRC-6B4BC3FCDE10727B	CRC-AF0F7EEC8A482F8A		0	negatome
P62158	Q9UHR5	CRC-6B4BC3FCDE10727B	CRC-C48CEFBD73CE82BC		0	negatome
P62158	Q9UH92	CRC-6B4BC3FCDE10727B	CRC-D1981730051473C5		0	negatome
P62158	Q9H6S3	CRC-6B4BC3FCDE10727B	CRC-DAB07744B04CFEE2		0	negatome
P62158	Q14192	CRC-6B4BC3FCDE10727B	CRC-E94E3A7F6601F9F3		0	negatome
P37840	P43004	CRC-6BB2F12128931663	CRC-C8104E6727979435		0	negatome
P10999	Q91783	CRC-6BDBD1CF25ACEE92	CRC-48A477D1E2559115		0	negatome
P31946	Q92574	CRC-6BE1A9BF97468017	CRC-EF15509385C7AACC		0	negatome
