From	To	crc_hash	source	description
Q7L7X3	Q7L7X3	CRC-82941DEAEADC7651	query	sp|Q7L7X3|TAOK1_HUMAN Serine/threonine-protein kinase TAO1 OS=Homo sapiens OX=9606 GN=TAOK1 PE=1 SV=1
Q9QUL6	Q9QUL6	CRC-82978187FC3E0E03	query	sp|Q9QUL6|NSF_RAT Vesicle-fusing ATPase OS=Rattus norvegicus OX=10116 GN=Nsf PE=1 SV=1
Q9Y4Y9	Q9Y4Y9	CRC-82B5C8830E64C992	query	sp|Q9Y4Y9|LSM5_HUMAN U6 snRNA-associated Sm-like protein LSm5 OS=Homo sapiens OX=9606 GN=LSM5 PE=1 SV=3
Q5TD97	Q5TD97	CRC-82C03B1EAA147C11	query	sp|Q5TD97|FHL5_HUMAN Four and a half LIM domains protein 5 OS=Homo sapiens OX=9606 GN=FHL5 PE=1 SV=1
Q42545	Q42545	CRC-82C942D597171EDB	query	sp|Q42545|FTSZ1_ARATH Cell division protein FtsZ homolog 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FTSZ1 PE=1 SV=2
Q5JZY3	Q5JZY3	CRC-82D60740B7B6B9BD	query	sp|Q5JZY3|EPHAA_HUMAN Ephrin type-A receptor 10 OS=Homo sapiens OX=9606 GN=EPHA10 PE=1 SV=2
P01303	P01303	CRC-832CF124321718F2	query	sp|P01303|NPY_HUMAN Pro-neuropeptide Y OS=Homo sapiens OX=9606 GN=NPY PE=1 SV=1
Q8WU20	Q8WU20	CRC-833714EE12097C75	query	sp|Q8WU20|FRS2_HUMAN Fibroblast growth factor receptor substrate 2 OS=Homo sapiens OX=9606 GN=FRS2 PE=1 SV=4
C7GKY3	C7GKY3	CRC-8370B24806510774	query	tr|C7GKY3|C7GKY3_YEAS2 Gea1p OS=Saccharomyces cerevisiae (strain JAY291) OX=574961 GN=GEA1 PE=4 SV=1
P06136	P06136	CRC-839A3D34B948CEAB	query	sp|P06136|FTSQ_ECOLI Cell division protein FtsQ OS=Escherichia coli (strain K12) OX=83333 GN=ftsQ PE=1 SV=1
P62994	P62994	CRC-83A4B0BA1B248DC4	query	sp|P62994|GRB2_RAT Growth factor receptor-bound protein 2 OS=Rattus norvegicus OX=10116 GN=Grb2 PE=1 SV=1
P01589	P01589	CRC-83D907C8C81D2C0E	query	sp|P01589|IL2RA_HUMAN Interleukin-2 receptor subunit alpha OS=Homo sapiens OX=9606 GN=IL2RA PE=1 SV=1
P27882	P27882	CRC-83DADA0DB1DF17CC	query	sp|P27882|ERV1_YEAST Mitochondrial FAD-linked sulfhydryl oxidase ERV1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERV1 PE=1 SV=2
Q92851	Q92851	CRC-840348AE602B8243	query	sp|Q92851|CASPA_HUMAN Caspase-10 OS=Homo sapiens OX=9606 GN=CASP10 PE=1 SV=3
Q9UPT6	Q9UPT6	CRC-84166F5725D74B25	query	sp|Q9UPT6|JIP3_HUMAN C-Jun-amino-terminal kinase-interacting protein 3 OS=Homo sapiens OX=9606 GN=MAPK8IP3 PE=1 SV=3
Q5XLA6	Q5XLA6	CRC-84B5BAE7345E32B3	query	sp|Q5XLA6|CAR17_HUMAN Putative caspase recruitment domain-containing protein 17P OS=Homo sapiens OX=9606 GN=CARD17P PE=5 SV=1
O60894	O60894	CRC-8530DD590BAEBE5C	query	sp|O60894|RAMP1_HUMAN Receptor activity-modifying protein 1 OS=Homo sapiens OX=9606 GN=RAMP1 PE=1 SV=1
Q99P72	Q99P72	CRC-855697FBEE11781F	query	sp|Q99P72|RTN4_MOUSE Reticulon-4 OS=Mus musculus OX=10090 GN=Rtn4 PE=1 SV=2
P98078-3	P98078	CRC-856C946BD43C4B07	query	sp|P98078|DAB2_MOUSE Disabled homolog 2 OS=Mus musculus OX=10090 GN=Dab2 PE=1 SV=2
Q13489	Q13489	CRC-8581A00BA9AAB4A7	query	sp|Q13489|BIRC3_HUMAN Baculoviral IAP repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=BIRC3 PE=1 SV=2
Q64701	Q64701	CRC-85BEA8EC064EC06E	query	sp|Q64701|RBL1_MOUSE Retinoblastoma-like protein 1 OS=Mus musculus OX=10090 GN=Rbl1 PE=1 SV=3
P06685	P06685	CRC-85E98233EE6C18E9	query	sp|P06685|AT1A1_RAT Sodium/potassium-transporting ATPase subunit alpha-1 OS=Rattus norvegicus OX=10116 GN=Atp1a1 PE=1 SV=1
P06703	P06703	CRC-860CBB1416ACBCA1	query	sp|P06703|S10A6_HUMAN Protein S100-A6 OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1
Q15029	Q15029	CRC-862BD6CA7993F118	query	sp|Q15029|U5S1_HUMAN 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1
P26038	P26038	CRC-865A6C5CB14AE586	query	sp|P26038|MOES_HUMAN Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3
P30154	P30154	CRC-86AB20D7505210B0	query	sp|P30154|2AAB_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Homo sapiens OX=9606 GN=PPP2R1B PE=1 SV=3
P0CL52	P0CL52	CRC-86B1602D4B5DB56F	query	sp|P0CL52|SIPA_SALTY Cell invasion protein SipA OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=sipA PE=1 SV=1
P28574	P28574	CRC-86D133137727A57A	query	sp|P28574|MAX_MOUSE Protein max OS=Mus musculus OX=10090 GN=Max PE=1 SV=2
O00463	O00463	CRC-86EB3724CE111176	query	sp|O00463|TRAF5_HUMAN TNF receptor-associated factor 5 OS=Homo sapiens OX=9606 GN=TRAF5 PE=1 SV=2
P31786	P31786	CRC-86F725C998785675	query	sp|P31786|ACBP_MOUSE Acyl-CoA-binding protein OS=Mus musculus OX=10090 GN=Dbi PE=1 SV=2
P69908	P69908	CRC-86F963E710553E22	query	sp|P69908|DCEA_ECOLI Glutamate decarboxylase alpha OS=Escherichia coli (strain K12) OX=83333 GN=gadA PE=1 SV=1
P12962	P12962	CRC-870CA17343798805	query	sp|P12962|CAF20_YEAST Cap-associated protein CAF20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAF20 PE=1 SV=2
P48616	P48616	CRC-8722F645FED23BDC	query	sp|P48616|VIME_BOVIN Vimentin OS=Bos taurus OX=9913 GN=VIM PE=1 SV=3
P05112	P05112	CRC-8725BF64B34D45F7	query	sp|P05112|IL4_HUMAN Interleukin-4 OS=Homo sapiens OX=9606 GN=IL4 PE=1 SV=1
Q969S8	Q969S8	CRC-872D9427E6893A18	query	sp|Q969S8|HDA10_HUMAN Polyamine deacetylase HDAC10 OS=Homo sapiens OX=9606 GN=HDAC10 PE=1 SV=1
Q9UBT7	Q9UBT7	CRC-8756237C73AAEA31	query	sp|Q9UBT7|CTNL1_HUMAN Alpha-catulin OS=Homo sapiens OX=9606 GN=CTNNAL1 PE=1 SV=2
Q9WVS0	Q9WVS0	CRC-87D97F0DC44ADCA7	query	sp|Q9WVS0|ICOS_MOUSE Inducible T-cell costimulator OS=Mus musculus OX=10090 GN=Icos PE=1 SV=2
O43739	O43739	CRC-87FB917899EE957D	query	sp|O43739|CYH3_HUMAN Cytohesin-3 OS=Homo sapiens OX=9606 GN=CYTH3 PE=1 SV=2
Q13868	Q13868	CRC-882033F50791643F	query	sp|Q13868|EXOS2_HUMAN Exosome complex component RRP4 OS=Homo sapiens OX=9606 GN=EXOSC2 PE=1 SV=2
Q9SYV0	Q9SYV0	CRC-8841D55CFAA04801	query	tr|Q9SYV0|Q9SYV0_SOLLC 17.6 kD class I small heat shock protein OS=Solanum lycopersicum OX=4081 GN=HSP17.6 PE=2 SV=1
P14097	P14097	CRC-8853FD58FDE61BAC	query	sp|P14097|CCL4_MOUSE C-C motif chemokine 4 OS=Mus musculus OX=10090 GN=Ccl4 PE=3 SV=3
Q9Y2K7	Q9Y2K7	CRC-88620A363A5C5842	query	sp|Q9Y2K7|KDM2A_HUMAN Lysine-specific demethylase 2A OS=Homo sapiens OX=9606 GN=KDM2A PE=1 SV=3
P60981	P60981	CRC-8868A3167924100E	query	sp|P60981|DEST_HUMAN Destrin OS=Homo sapiens OX=9606 GN=DSTN PE=1 SV=3
O75400	O75400	CRC-8874D0C1CE1FCDAF	query	sp|O75400|PR40A_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=2
P35241	P35241	CRC-889687E1D675FFE7	query	sp|P35241|RADI_HUMAN Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1
A4IFA9	A4IFA9	CRC-88B7D038C61C8791	query	tr|A4IFA9|A4IFA9_BOVIN GDNF family receptor alpha 3 OS=Bos taurus OX=9913 GN=GFRA3 PE=2 SV=1
Q05513	Q05513	CRC-88CCD0577E6A596C	query	sp|Q05513|KPCZ_HUMAN Protein kinase C zeta type OS=Homo sapiens OX=9606 GN=PRKCZ PE=1 SV=4
Q86XR8	Q86XR8	CRC-88FC47E7B33CE328	query	sp|Q86XR8|CEP57_HUMAN Centrosomal protein of 57 kDa OS=Homo sapiens OX=9606 GN=CEP57 PE=1 SV=2
Q53GS9	Q53GS9	CRC-8946FD5DCDEFD0B0	query	sp|Q53GS9|SNUT2_HUMAN U4/U6.U5 tri-snRNP-associated protein 2 OS=Homo sapiens OX=9606 GN=USP39 PE=1 SV=2
P62873	P62873	CRC-896CBD32D2686598	query	sp|P62873|GBB1_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens OX=9606 GN=GNB1 PE=1 SV=3
P16520	P16520	CRC-896E706A61B8D74F	query	sp|P16520|GBB3_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3 OS=Homo sapiens OX=9606 GN=GNB3 PE=1 SV=1
P21796	P21796	CRC-89BA3378B04020D5	query	sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2
P63165	P63165	CRC-89BE97D2D054FB33	query	sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1
Q03137	Q03137	CRC-89BEB2C7CDB54A55	query	sp|Q03137|EPHA4_MOUSE Ephrin type-A receptor 4 OS=Mus musculus OX=10090 GN=Epha4 PE=1 SV=2
Q8IUI8	Q8IUI8	CRC-89F6CACD76397AF8	query	sp|Q8IUI8|CRLF3_HUMAN Cytokine receptor-like factor 3 OS=Homo sapiens OX=9606 GN=CRLF3 PE=1 SV=2
O08747	O08747	CRC-8A5D951A4EECA179	query	sp|O08747|UNC5C_MOUSE Netrin receptor UNC5C OS=Mus musculus OX=10090 GN=Unc5c PE=1 SV=1
P28652	P28652	CRC-8A7962A6495FD0D0	query	sp|P28652|KCC2B_MOUSE Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Mus musculus OX=10090 GN=Camk2b PE=1 SV=2
F1NVD2	F1NVD2	CRC-8A8D713031B70F8E	query	tr|F1NVD2|F1NVD2_CHICK Insulin like growth factor 2 receptor OS=Gallus gallus OX=9031 GN=IGF2R PE=1 SV=3
O08584	O08584	CRC-8ACF664A9C6697FC	query	sp|O08584|KLF6_MOUSE Krueppel-like factor 6 OS=Mus musculus OX=10090 GN=Klf6 PE=2 SV=3
Q7LDG7	Q7LDG7	CRC-8B1321F864D24BC7	query	sp|Q7LDG7|GRP2_HUMAN RAS guanyl-releasing protein 2 OS=Homo sapiens OX=9606 GN=RASGRP2 PE=1 SV=1
P19934	P19934	CRC-8B2F52B4B97C655E	query	sp|P19934|TOLA_ECOLI Tol-Pal system protein TolA OS=Escherichia coli (strain K12) OX=83333 GN=tolA PE=1 SV=1
P00747	P00747	CRC-8B31CB877CCB3AB6	query	sp|P00747|PLMN_HUMAN Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2
P34932	P34932	CRC-8B690A52A0729C2A	query	sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4
P53986	P53986	CRC-8B6DAB7741340DD7	query	sp|P53986|MOT1_MOUSE Monocarboxylate transporter 1 OS=Mus musculus OX=10090 GN=Slc16a1 PE=1 SV=1
Q15173	Q15173	CRC-8BEF84F20A77982D	query	sp|Q15173|2A5B_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform OS=Homo sapiens OX=9606 GN=PPP2R5B PE=1 SV=1
P10855	P10855	CRC-8BFF2DE7C6DEDD38	query	sp|P10855|CCL3_MOUSE C-C motif chemokine 3 OS=Mus musculus OX=10090 GN=Ccl3 PE=1 SV=2
P20396	P20396	CRC-8C0F9D915B32F29F	query	sp|P20396|TRH_HUMAN Pro-thyrotropin-releasing hormone OS=Homo sapiens OX=9606 GN=TRH PE=1 SV=1
Q9JKM7	Q9JKM7	CRC-8C500ED4CE854C24	query	sp|Q9JKM7|RAB37_MOUSE Ras-related protein Rab-37 OS=Mus musculus OX=10090 GN=Rab37 PE=1 SV=2
P03255	P03255	CRC-8C5997A3908C40D7	query	sp|P03255|E1A_ADE05 Early E1A protein OS=Human adenovirus C serotype 5 OX=28285 PE=1 SV=1
P61073	P61073	CRC-8C8476A186786B83	query	sp|P61073|CXCR4_HUMAN C-X-C chemokine receptor type 4 OS=Homo sapiens OX=9606 GN=CXCR4 PE=1 SV=1
Q92731	Q92731	CRC-8CAE34215992418A	query	sp|Q92731|ESR2_HUMAN Estrogen receptor beta OS=Homo sapiens OX=9606 GN=ESR2 PE=1 SV=2
P46662	P46662	CRC-8D06F557E3435851	query	sp|P46662|MERL_MOUSE Merlin OS=Mus musculus OX=10090 GN=Nf2 PE=1 SV=2
P13569	P13569	CRC-8D082AA2E768C065	query	sp|P13569|CFTR_HUMAN Cystic fibrosis transmembrane conductance regulator OS=Homo sapiens OX=9606 GN=CFTR PE=1 SV=3
Q02821	Q02821	CRC-8D3A0CB76F2E7C00	query	sp|Q02821|IMA1_YEAST Importin subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP1 PE=1 SV=1
Q8C2B3	Q8C2B3	CRC-8D4B455CE6F95483	query	sp|Q8C2B3|HDAC7_MOUSE Histone deacetylase 7 OS=Mus musculus OX=10090 GN=Hdac7 PE=1 SV=2
Q13507	Q13507	CRC-8D7E0D144EF4BE51	query	sp|Q13507|TRPC3_HUMAN Short transient receptor potential channel 3 OS=Homo sapiens OX=9606 GN=TRPC3 PE=1 SV=4
P63330	P63330	CRC-8DC11276E6DF9E33	query	sp|P63330|PP2AA_MOUSE Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform OS=Mus musculus OX=10090 GN=Ppp2ca PE=1 SV=1
Q9QZJ6	Q9QZJ6	CRC-8DDB1EECADE52E13	query	sp|Q9QZJ6|MFAP5_MOUSE Microfibrillar-associated protein 5 OS=Mus musculus OX=10090 GN=Mfap5 PE=1 SV=1
P26955	P26955	CRC-8E30ECB42C67F89A	query	sp|P26955|IL3RB_MOUSE Cytokine receptor common subunit beta OS=Mus musculus OX=10090 GN=Csf2rb PE=1 SV=2
Q14746	Q14746	CRC-8E393CBE1114DB28	query	sp|Q14746|COG2_HUMAN Conserved oligomeric Golgi complex subunit 2 OS=Homo sapiens OX=9606 GN=COG2 PE=1 SV=1
O43194	O43194	CRC-8E3A233420D9021E	query	sp|O43194|GPR39_HUMAN G-protein coupled receptor 39 OS=Homo sapiens OX=9606 GN=GPR39 PE=1 SV=1
Q09472	Q09472	CRC-8E869E1F174A6FEB	query	sp|Q09472|EP300_HUMAN Histone acetyltransferase p300 OS=Homo sapiens OX=9606 GN=EP300 PE=1 SV=2
P61626	P61626	CRC-8ECFD276BEB2678A	query	sp|P61626|LYSC_HUMAN Lysozyme C OS=Homo sapiens OX=9606 GN=LYZ PE=1 SV=1
Q80WE1	Q80WE1	CRC-8EFBEC47E6B818F4	query	sp|Q80WE1|FMR1_RAT Fragile X messenger ribonucleoprotein 1 OS=Rattus norvegicus OX=10116 GN=Fmr1 PE=1 SV=2
Q9QUL0	Q9QUL0	CRC-8F56B7386D9F276E	query	sp|Q9QUL0|PR3C1_RAT Prolactin-3C1 OS=Rattus norvegicus OX=10116 GN=Prl3c1 PE=2 SV=1
P32851	P32851	CRC-8F929F489E323CAA	query	sp|P32851|STX1A_RAT Syntaxin-1A OS=Rattus norvegicus OX=10116 GN=Stx1a PE=1 SV=1
P51680	P51680	CRC-8FA760951BE2002B	query	sp|P51680|CCR4_MOUSE C-C chemokine receptor type 4 OS=Mus musculus OX=10090 GN=Ccr4 PE=2 SV=2
O95819	O95819	CRC-8FBBE2F9ABEEC757	query	sp|O95819|M4K4_HUMAN Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP4K4 PE=1 SV=2
P28494	P28494	CRC-8FEEAA55D4AD068B	query	sp|P28494|MA2A1_RAT Alpha-mannosidase 2 OS=Rattus norvegicus OX=10116 GN=Man2a1 PE=1 SV=2
P02745	P02745	CRC-8FF6B6AE02D49C4C	query	sp|P02745|C1QA_HUMAN Complement C1q subcomponent subunit A OS=Homo sapiens OX=9606 GN=C1QA PE=1 SV=2
O55003	O55003	CRC-901BCFACF43EE989	query	sp|O55003|BNIP3_MOUSE BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 OS=Mus musculus OX=10090 GN=Bnip3 PE=1 SV=1
P09529	P09529	CRC-90316C83597BA6B4	query	sp|P09529|INHBB_HUMAN Inhibin beta B chain OS=Homo sapiens OX=9606 GN=INHBB PE=1 SV=2
Q8CGN5	Q8CGN5	CRC-906AE1CC5AFD65AE	query	sp|Q8CGN5|PLIN1_MOUSE Perilipin-1 OS=Mus musculus OX=10090 GN=Plin1 PE=1 SV=2
Q62009	Q62009	CRC-907FEB37942EADEC	query	sp|Q62009|POSTN_MOUSE Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2
Q61584	Q61584	CRC-908104FC95431A11	query	sp|Q61584|FXR1_MOUSE RNA-binding protein FXR1 OS=Mus musculus OX=10090 GN=Fxr1 PE=1 SV=2
Q8WXD5	Q8WXD5	CRC-908EEFDA73A0C07F	query	sp|Q8WXD5|GEMI6_HUMAN Gem-associated protein 6 OS=Homo sapiens OX=9606 GN=GEMIN6 PE=1 SV=1
P08752	P08752	CRC-90AC64AFA713493E	query	sp|P08752|GNAI2_MOUSE Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Mus musculus OX=10090 GN=Gnai2 PE=1 SV=5
O26901	O26901	CRC-90BEE6110C4133F3	query	sp|O26901|HELS_METTH ATP-dependent DNA helicase Hel308 OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) OX=187420 GN=hel308 PE=1 SV=1
P21237	P21237	CRC-90CE1F16BB235C97	query	sp|P21237|BDNF_MOUSE Brain-derived neurotrophic factor OS=Mus musculus OX=10090 GN=Bdnf PE=1 SV=1
P56279	P56279	CRC-90D55ABC97C36D04	query	sp|P56279|TCL1A_HUMAN T-cell leukemia/lymphoma protein 1A OS=Homo sapiens OX=9606 GN=TCL1A PE=1 SV=1
P08133	P08133	CRC-90F47474F7F6D7B6	query	sp|P08133|ANXA6_HUMAN Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3
Q8K430	Q8K430	CRC-911D9F08883DA1BC	query	sp|Q8K430|KLH17_RAT Kelch-like protein 17 OS=Rattus norvegicus OX=10116 GN=Klhl17 PE=1 SV=1
Q6TDP3	Q6TDP3	CRC-911D9F08883DA1BC	query	sp|Q6TDP3|KLH17_MOUSE Kelch-like protein 17 OS=Mus musculus OX=10090 GN=Klhl17 PE=1 SV=1
Q61037	Q61037	CRC-913AB87194AADA5B	query	sp|Q61037|TSC2_MOUSE Tuberin OS=Mus musculus OX=10090 GN=Tsc2 PE=1 SV=1
P10166	P10166	CRC-9174F6FD7C03321E	query	sp|P10166|MYCL_MOUSE Protein L-Myc OS=Mus musculus OX=10090 GN=Mycl PE=2 SV=1
Q44790	Q44790	CRC-9198F5127DA4B226	query	tr|Q44790|Q44790_BORBG ErpC OS=Borreliella burgdorferi OX=139 GN=erpC PE=1 SV=1
O94906	O94906	CRC-91C2F1ADCA439BE9	query	sp|O94906|PRP6_HUMAN Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6 PE=1 SV=1
Q06330	Q06330	CRC-91E50D2DE9087EDA	query	sp|Q06330|SUH_HUMAN Recombining binding protein suppressor of hairless OS=Homo sapiens OX=9606 GN=RBPJ PE=1 SV=3
Q9Y2L1	Q9Y2L1	CRC-92336BA0D06247FE	query	sp|Q9Y2L1|RRP44_HUMAN Exosome complex exonuclease RRP44 OS=Homo sapiens OX=9606 GN=DIS3 PE=1 SV=2
P32970	P32970	CRC-9265856E33BE4D50	query	sp|P32970|CD70_HUMAN CD70 antigen OS=Homo sapiens OX=9606 GN=CD70 PE=1 SV=2
P50538	P50538	CRC-92736F1C72E419FC	query	sp|P50538|MAD1_MOUSE Max dimerization protein 1 OS=Mus musculus OX=10090 GN=Mxd1 PE=1 SV=2
P27815	P27815	CRC-92BB9B98BED711E7	query	sp|P27815|PDE4A_HUMAN cAMP-specific 3',5'-cyclic phosphodiesterase 4A OS=Homo sapiens OX=9606 GN=PDE4A PE=1 SV=3
P27815-1	P27815	CRC-92BB9B98BED711E7	query	sp|P27815|PDE4A_HUMAN cAMP-specific 3',5'-cyclic phosphodiesterase 4A OS=Homo sapiens OX=9606 GN=PDE4A PE=1 SV=3
O00206	O00206	CRC-92C48F55821133E8	query	sp|O00206|TLR4_HUMAN Toll-like receptor 4 OS=Homo sapiens OX=9606 GN=TLR4 PE=1 SV=2
Q9WTW2	Q9WTW2	CRC-92E7C8C2284A8804	query	sp|Q9WTW2|KCNE3_MOUSE Potassium voltage-gated channel subfamily E member 3 OS=Mus musculus OX=10090 GN=Kcne3 PE=3 SV=1
Q9LVG4	Q9LVG4	CRC-933B89129FA1974F	query	sp|Q9LVG4|APRR3_ARATH Two-component response regulator-like APRR3 OS=Arabidopsis thaliana OX=3702 GN=APRR3 PE=1 SV=1
Q58A65	Q58A65	CRC-93A6E97A62E0E92C	query	sp|Q58A65|JIP4_MOUSE C-Jun-amino-terminal kinase-interacting protein 4 OS=Mus musculus OX=10090 GN=Spag9 PE=1 SV=2
P21675	P21675	CRC-93BE3D181A72ABEB	query	sp|P21675|TAF1_HUMAN Transcription initiation factor TFIID subunit 1 OS=Homo sapiens OX=9606 GN=TAF1 PE=1 SV=2
Q9NTI2	Q9NTI2	CRC-93DF0640FB189CD9	query	sp|Q9NTI2|AT8A2_HUMAN Phospholipid-transporting ATPase IB OS=Homo sapiens OX=9606 GN=ATP8A2 PE=1 SV=3
Q9H9E3	Q9H9E3	CRC-93E8597991934AD2	query	sp|Q9H9E3|COG4_HUMAN Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens OX=9606 GN=COG4 PE=1 SV=3
P20963	P20963	CRC-9408260374856EE9	query	sp|P20963|CD3Z_HUMAN T-cell surface glycoprotein CD3 zeta chain OS=Homo sapiens OX=9606 GN=CD247 PE=1 SV=2
Q14185	Q14185	CRC-940C5AFD047EBEDE	query	sp|Q14185|DOCK1_HUMAN Dedicator of cytokinesis protein 1 OS=Homo sapiens OX=9606 GN=DOCK1 PE=1 SV=2
P06493	P06493	CRC-942D79448EFE490A	query	sp|P06493|CDK1_HUMAN Cyclin-dependent kinase 1 OS=Homo sapiens OX=9606 GN=CDK1 PE=1 SV=3
O15379	O15379	CRC-94485C1EBDCF5AD0	query	sp|O15379|HDAC3_HUMAN Histone deacetylase 3 OS=Homo sapiens OX=9606 GN=HDAC3 PE=1 SV=2
P05696	P05696	CRC-94889E7339C17719	query	sp|P05696|KPCA_RAT Protein kinase C alpha type OS=Rattus norvegicus OX=10116 GN=Prkca PE=1 SV=3
Q9Y6F6	Q9Y6F6	CRC-94891F4B4807A61A	query	sp|Q9Y6F6|IRAG1_HUMAN Inositol 1,4,5-triphosphate receptor associated 1 OS=Homo sapiens OX=9606 GN=IRAG1 PE=1 SV=4
P45983	P45983	CRC-94FB6BE0358B9B60	query	sp|P45983|MK08_HUMAN Mitogen-activated protein kinase 8 OS=Homo sapiens OX=9606 GN=MAPK8 PE=1 SV=2
P01236	P01236	CRC-952BBA1B6A955527	query	sp|P01236|PRL_HUMAN Prolactin OS=Homo sapiens OX=9606 GN=PRL PE=1 SV=1
Q15796	Q15796	CRC-95406DB5FC0AA4C9	query	sp|Q15796|SMAD2_HUMAN Mothers against decapentaplegic homolog 2 OS=Homo sapiens OX=9606 GN=SMAD2 PE=1 SV=1
P10909	P10909	CRC-9583DE4CCECC169F	query	sp|P10909|CLUS_HUMAN Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1
Q9VZ23	Q9VZ23	CRC-95916B5D4C3413F6	query	sp|Q9VZ23|RAN_DROME GTP-binding nuclear protein Ran OS=Drosophila melanogaster OX=7227 GN=Ran PE=1 SV=1
Q9UP83	Q9UP83	CRC-95BD2E254A0C3FF7	query	sp|Q9UP83|COG5_HUMAN Conserved oligomeric Golgi complex subunit 5 OS=Homo sapiens OX=9606 GN=COG5 PE=1 SV=3
Q99728	Q99728	CRC-95E2D904046B5646	query	sp|Q99728|BARD1_HUMAN BRCA1-associated RING domain protein 1 OS=Homo sapiens OX=9606 GN=BARD1 PE=1 SV=2
Q02257	Q02257	CRC-9609619D94052FC5	query	sp|Q02257|PLAK_MOUSE Junction plakoglobin OS=Mus musculus OX=10090 GN=Jup PE=1 SV=3
P22561	P22561	CRC-962381E9C8D7A380	query	sp|P22561|WT1_MOUSE Wilms tumor protein homolog OS=Mus musculus OX=10090 GN=Wt1 PE=1 SV=1
Q9Y5X1	Q9Y5X1	CRC-963892AC1A5A9227	query	sp|Q9Y5X1|SNX9_HUMAN Sorting nexin-9 OS=Homo sapiens OX=9606 GN=SNX9 PE=1 SV=1
P49799	P49799	CRC-9647C0EC909D0F6F	query	sp|P49799|RGS4_RAT Regulator of G-protein signaling 4 OS=Rattus norvegicus OX=10116 GN=Rgs4 PE=1 SV=1
Q9WTL8	Q9WTL8	CRC-9669C3712A95C2DE	query	sp|Q9WTL8|BMAL1_MOUSE Basic helix-loop-helix ARNT-like protein 1 OS=Mus musculus OX=10090 GN=Bmal1 PE=1 SV=2
P05017	P05017	CRC-967596AEAC0CA387	query	sp|P05017|IGF1_MOUSE Insulin-like growth factor I OS=Mus musculus OX=10090 GN=Igf1 PE=1 SV=2
P07900	P07900	CRC-969F65FCC0BC86FD	query	sp|P07900|HS90A_HUMAN Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5
Q16526	Q16526	CRC-96A5B09A6364D3B9	query	sp|Q16526|CRY1_HUMAN Cryptochrome-1 OS=Homo sapiens OX=9606 GN=CRY1 PE=1 SV=1
P33991	P33991	CRC-96D9CA2A7D88D015	query	sp|P33991|MCM4_HUMAN DNA replication licensing factor MCM4 OS=Homo sapiens OX=9606 GN=MCM4 PE=1 SV=5
P01116	P01116	CRC-973547B2E11C2C81	query	sp|P01116|RASK_HUMAN GTPase KRas OS=Homo sapiens OX=9606 GN=KRAS PE=1 SV=1
Q5VSY0	Q5VSY0	CRC-973D16361756691B	query	sp|Q5VSY0|GKAP1_HUMAN G kinase-anchoring protein 1 OS=Homo sapiens OX=9606 GN=GKAP1 PE=1 SV=2
